tweet;durum
#Turkcell attıgı yıl bası mesajlarını özledim. Burdaki #Rogers #Bell filan yalan...;1
"Ortaya çıktığından beri Turkcell gibi beni yalnız bırakmayan ""City Ville"" isteklerine burdan teşekkürlerimi iletiyorum, sağolun var olun.";1
goturun bizi gidelim vallaaa GNCTRKCLL;1
abe ben nedem yaw sorun bende değil superonline bekliyem :);1
ailem hep turkcell. benim baska hatta gecmem olmaz :D;1
belki Turkcell le baglansak hayata hersey daha kolay olur:);1
süperonline interneti ttnet e kiralıyormuş ben 2 ay önce geçtim süperonline a çok memnunum:);1
turkcel kanka ya;1
alsana lan ne beklıyosun :D hatta yanında bıde hat l turkcell olursa sevınırım :D;1
Evet tahmin etmistim bunu :D orda da yok mu bb icin boyle hat kampanyalari ? :/ Turkcell Europe uygulamaya gecti mi super o zaman;1
"aa nasi kacirdik yaa!bizim ayibimiz olsun doomgnn kutlu mutlu olsun selocan;))";1
arkadaş tcell de bir kere bile yaşamadığım bu eziyeti vodafone yaşattı bana.. en kısa zamanda tekrar dönücem;1
21 milyon 913 bin:  billboardlarındaki sevgi sözcüklerinin 20 günde ücretsiz resimli mesaj olarak gönderilme sayısı.;1
#Vodafone yeterince başarılı olabildi mi bilmiorum ama #Turkcell'den daha sinir bozucu reklam yapabilmekte epey başarılılar  orası net..;1
superonline tabii kii!;1
Tabi canım o yüzden Genç Turkcell kampanyasıyla gidiyoruz sinemaya biz :))));1
Evet çok begendim;1
hahahahah :D birisi benimle Turkcell bayisine gelirse bbmimi actiririm ama tek basima ı-ıhh;1
Coca cola ve turkcell cok guzel reklam yapiyo ya :);1
Turkcell`in abone sayisi cook oldugu icin yuzde olarak bu sayilar kucuk kalacak, istediginiz bu mudur?;1
20 saatte bir bayi açan, 2 saatte bir baz istasyonu diken ama bir türlü çekemeyen bir operatör varmış. Çok acınası çok.  büyüksün;1
3 sene önce Turkcell reklemi vardı 2 0 0 9 hazırız bekliyoruz diye:) ne çabuk gecmis, simdi de çabuk gecer umarimm;1
İstanbul Sanayi Odası'na göre 2011'in en inovatif şirketi Turkcell Teknoloji oldu. Tebrikler:);1
2011 Turkcell Blog Ödülleri'nde ilk 3'te yokuz. Dilimin Ayarı Yok'u 143 blog arasından ilk 10'a taşıyan herkese çok teşekkürler... :));1
"soğuk ama 1 sıcak kahveye ısınırsın hayat paylaşınca güzel kahvemi paylaşabilirim seninle  &lt;3";1
Dünyaya liderlik eden operatör!: Turkcell Superonline, Türkiye’yi bir kez daha fiber internetin liderleri  arası...;1
ben 3,5G hızındayım ve çok memnunum. Teşekkürler Turkcell :));1
oy oyy 90lar.. :)) ve maşallah afiyet olsun kuzum ama hayat paylaşınca güzel hehe :Pp;1
Nolursa olsun turkcell candır :);1
hayat paylaşınca güzel;1
beni bağrınıza bastığınız için muck;1
hayat yeni yıl mutlulugunu paylaşınca güzellll :)));1
 hayat paylaşınca güzel la la laaa laa  ;1
heee o mesele evet ttneti kapattırdık yerine superonline bağlattırdık hamdolsun ayrılık bi hafta sürdü ama :D geri döndüm gene :D;1
O reklam sloganının çok ötesindeymiş, hayat paylaşınca güzel;1
***alem*** artık daraldıysan herşeyden eğerki bıktıysan kotuysan hayattan,,,  türkselle bağlan hayata :);1
hayat paylaşınca güzel :));1
hayat paylaşınca güzel la la la la la la.;1
kötü espiri yapanları seçiyorlar yaw nokiada 3 hafta boyunca ne çektiğimi gördün sn turkcell 15 dakikada hediye etti :);1
superonline cok iyi ya;1
Turkcell isi biliyor. 4'te de aynı sey olmuştu. Kontratli alicaksan Turkcell 'de çok rahat bulursun.;1
seni seviyorum turkcell ben tl derdine düşmüşken 600 dakikam oldu ,iyiki varsın;1
en uygun iphone4s paketi sanırım Gold Paket:turkcell:5000dk Her Yöne:2000dk Data:4GB   iPhone 4S 16GB 177 TL;1
O zaman Turkcell'le bağlan hayata:D;1
"bugün turkcell'de ""hayat paylaşınca güzel"" anı yaşadım";1
bebeğimmm ne güzel bunları duyunca da bnm keyfim yerine geliyo hayat paylaşınca güzel lalalalalaaayy hahahah :D;1
turkcell :);1
hahaha kanka Turkcell bu 4 ceker :D;1
Turkcell bayileri sanki en ucuzu.  Selin'in Blackberry oradan aldım ben;1
hizliyim ama hayirsiz degilimm :) bencede goruselim :) turkcell boy :);1
EN İNANDIRICI MARKA YİNE TURKCELL HER ZAMAN TURKCELL;1
turkcell cvp atmis. Knka sitemzden bakabilirsiniz diye :p. Ve hala kitaptayim;1
Burda da Turkcell olaydi iyiydi.;1
allahtan gencim ve turkcell'liyim :) eglenmenize sevindim;1
İnovasyonda büyük ödül Turkcell'in - Kurumsal-;1
"#turkcellmuzik Turkcell'e teşekkürler ""Fly to stay alive"" çok güzel Anadolu Kartallarında duyduğmda resmen uçmuş gibi oldm yani Fly baby Fly";1
"En sevdiğim şarkı kubat'ın hayat paylaşınca güzel şarkısı. En son aldığım albüm, kubat'ın ""hayat paylaşınca güzel"" albümü.";1
:D kediyi getir gidelim türkcell bayiye :));1
Bir tim calisani  bana kahve ismarliyor :)) tesekkurler  =) ( Kahve Dünyası);1
Bu haftasonu farklı geçsin istiyorsanız gidin Suç ve Ceza'yı okuyun bitirin sonra da bana anlatın hayat paylaşınca güzel lalalalalaaa;1
çarsamba gecesi suadiye TÜRKCELL çalısanlarının düzenlemiş olduğu KARAOKE Gecesinde görüşmek üzere,,,,;1
Pazarlama İlkeleri dersimize konuk olarak öğrencilerimize Dijital Pazarlama İletişimi vizyonu katan   çok teşekkürler;1
"Küçük kardeşim geldi ""Oyundayım Ayten"" dedi bana. Oğlum 3 yaşındasın yaşına göre davran :) Turkcell reklamı hastası nolcak:)";1
snn icin gnctrkcll hat alicam ahahaha huzurumsun muah!;1
:))) :((( hayat paylaşınca güzel mutlu olmak varken niye bizler kıymetini bilmeyiz;1
"ile Diyarbakir'a gidiyoruz! bu gece Turkcell icin sahne! ;)";1
Mudo'dan iki hediye alan Turkcell'lilere üçüncüsü hediye;1
İnovasyonda büyük ödül Turkcell'in..bakalim sene hangi firma alacak?;1
e ozaman senin karsına cıkan denyoların türkcell in her yöne msj kampanyasından haberleri yoktu:D:D:D;1
#teknoloji Samsung'un kompakt cebi Galaxy Y ve QWERTY klavyeli cep Ch Turkcell avantajlarıyla Türkiye'de!;1
Sagolsun bir turkcell beni yalniz birakmiyor.;1
"$u Turkcell reklamina bayiliyorum.. ""Mekanigini anlayamadin"" hahahaha ozturkselli olmak istiyorum :D";1
3G problemleri icin nereye basvurabiliriz? Kayseri/Talas Erciyes Unv. Civarı 5 gündür edge. Turkcell bile çekiyor yahu :) help..;1
öztürkcell e geçmenin vakti geldide geçiyor   :));1
"gencler Ve kendini genc hisseden herkes gnctrkcll li degil mi;))";1
"Hayat Paylaşınca Güzel ;)";1
#2012tahminleri Turkcell'deki sesli komut anlama sistemi hayatın her alanına yayılacak.;1
#turkcell mudo indirimin güzel olmuş valla ya.;1
geç kurtul tarık abi ellerinden ben öyle yaptım şu an rahatım;1
adam düzenli olarak Turkcell iletişim merkezine ve keyfinin mekanına gidiyor...;1
Turkcell kendini aşmış;1
DİKKAT! BU TİVİT KISKANÇLIK İÇEREBİLİR..fizy nin kapatılması bir PR çalışması mıydı acaba?türksel zekisin..;1
sen yine turkcell e mi döndün kanki ?;1
muhendisler fibernet yaratti olm 20mbit 49 superonline :);1
twitter ile bağlan hayata hayata bağlan twitter ile :D;1
Bu da son olsun bu günlük . * Hayat paylaşınca güzel. Aynı yatakta bir yastığı mesela.. #takipedenitakipederim;1
Bu kez de çok kaliteli olmuş :);1
#3kelimeyle2011 Turkcell'le bağlan hayata;1
"#turkcell ve #avea 2 dev aynı organizasyonda!!! kayıt için;";1
"Reklamı görünce paylaşayımdedim "" hayat paylaşınca güzel "" :))";1
bu hıza alıştık biz... 2 haftadır 1 adsl başvurusunu alamayan #ttnet 'den kurtulmanın yolu var mı? superonline bize fiber çeksene!;1
"""Hayat paylaşınca güzel""....";1
Iphone 4S, yine tabi ki sadece Turkcell ile Türkiye'de.. 16.12.2011 tarihini bekleyin hayat teknolojiyi paylaşınca güzel la la la la la la:);1
“ Belki de cozum ev telefonunu fisten cekmektir.”Turkcell Superonline Fiber ile mumkun..;1
Kuzey Kıbrıs Turkcell'den anlamlı ziyaret;1
"2 gundur ""teknik ariza"" sebebiyle evde internet yok.Tebrikler #TTNET Biraz bekle superonline buraya fiber ag ceksin gorusucez senle.Saygilar";1
"#Superonline2011'de güzel şeyler; ''Hedefimiz temel ihtiyaç olan fiber internetin, su ve elektrik gibi evlere kadar ulaşması.''";1
hayat paylaşınca güzel tabii:);1
dur Yalcin abi daha bugun Turkcell getirdi ulkeye :D;1
sizlerede günaydın;1
Superonline fiber alsaydın :));1
"turkcell partileri herzaman mukemmeldir :) istanbul'da da bizi costurdun ;)";1
superonline bağlatmalısın en hızlısı o yapabilsem bende anında ona geçicem ama şu taahhüt illeti yok mu çok fena :(;1
Özturkcell reklamı komedi yaa :D:D;1
bence direk al ayni gun aciliyor we turkcel cok dha awantajli;1
İnovasyonda büyük ödül Turkcell'in;1
evlere kadar ulaştırmak için çabalıyoruz. Bu hizmeti kimse veremedi. Biz veriyoruz. Herkese fiber :);1
Sözlerin olmadığını ve lala laa laa la laa şeklinde söylediklerini düşün :) Bana Turkcell'i çağrıştırıyor işte :);1
TAVSİYE: iphonedan kullanilan online islemlerin icinde superonline bilgilerimizde olsa daha faydali olur.;1
ha o sebeple diyosuun, turkcell iyi ama baya;1
Reklamlarda turkcell ve coca colayi tek geciyorum;1
onunda bir iPhone 4s si olsun haydi Türkcell yap bu güzelliği:)yada aramızda para toplayalım filan :));1
Pazartesi ve Perşembe günleri film yorumları hurraaaa maş. :) iyiki varsın turkcell :);1
4S'ime kavustum sonunda, eski meslektasim Sümeyye Öztürk sayesinde, harika bir Turkcell calisani:);1
Blog Ödülleri’nde Desteğiniz İçin Teşekkürler: Politik Akademi olarak Turkcell sponsorluğunda düzenlenen 2011 Bl...;1
butun cuma gunleri boyle olsa.. :)) Turkcell #pazarlamakonferansi - charlene Li;1
"Kendimi devamlı""Hayat paylaşınca güzel la la la la la"" şarkısını söylerken buluyorum. Durumum içler acısı gibi..";1
O ses Turkcell geri sayim basladi, elemelerde son 5:) sira geliyor:);1
yıllardır seni severek kullanıyorum bana bi 50tl kıyak geçsene ya;1
Bundan sonra telefon değiştirirken numaraları hem hatta hem de türkcell merkeze kaydetcem !;1
iPhone 4S 32 gb beyaz aldım Turkcell den, hayırlı olsun bana :);1
kesinlikle superonline tartismasizzzzzzzzzz;1
Cem yilmazin oynadigi turkcell reklami ne öyle ya gülme krizndeym süper yapmislar :DD;1
#neolursaolsun hayat paylaşınca güzel lala la la la lala;1
Lan turkcell e bak yeni cihaz veriyormuş sonunda;1
turkcell ıyıdır :);1
BeNce superonline;1
superonline ı aldılar....başarılı ben superonline kullanıodum;1
Internetim hizli diye siniftakiler film/dizi indirttiriyor mesela. Useniyorum. Neyse yariladim zaten. Eheh yasasin Superonline!;1
"&amp; sen neleri cozmussun burası ne ki senin icin sekerim:)) bu arada Turkcell reklamı ve senin yorumun şahane..tebrikler canım..";1
"""Sana"" yag gibi olmus; - bana bir vinn versene. - tabi avea vinn mi olsun, voda mi? :) turkcell den sasilmaz..";1
bende ödül kazanırsam türkcell reklamlarını seslendirdiginiz stüdyoya gelmek istiyorum siz kayıt yaparken :);1
Elektrik gitti Allah'tan 3G var thanks turkcell :-));1
#yeniyildanistegim yeni yıl TADIM ve TURKCELL reklamındaki gibi olsun :);1
feriha turkcell hat alsa sorun çözülür ya da emir avea ya geçmeli;1
MUTLU KEYİFLİ PAZARLAR İZMİR....UNUTMAYIN HAYAT PAYLAŞINCA GÜZEL...;1
Cok temiz kampanya! Turkcell sirket hatti kullanicilarina DRY Centerda 3 parca kuru temizleme sadece 19,90TL! En temizi Turkcell i birakmak!;1
Merhaba Wolfteam Oyuncuları,  İlk Turkcell Mobil Ödeme Etkinliğine katılamadım diye üzülmeyin. Turkcell Mobil...;1
Bugun turkcell bana kiyak geciyor :);1
Sormayın yaa! Hata ettim sanırım. Neyse ki taahhüdüm yok. Geçerim tekrar Turkcell'e... :);1
ewet ben de vodofon vın kullandım için internet uygun ama hat olarak turkcel daha iyisi bence;1
kesinlikle cok iyi yapiyoruz! Ne demişler, hayat paylaşınca güzel :D aksam bissuru mama yicez Oley!;1
günaydın selocan :);1
#Turkcell sen varya adamsın lan adamın dibisin,ayrıca müşteri hizmetlerindeki o sesede belki aşık olmuş olabilirm jfhjgdhkg :D;1
Bence hayat paylaşınca güzel lalalalalaalaaaa;1
o turkcell panolarındaki sevgi sözcükleri hala duruyo mu acaba.Ciğerim yazısını görmeyi özledik.;1
ki çöpçüde de karısında da turkcell kampanyalı telefonlar var. 100 kişiden 1'ini bile etkilese yeter. güzel taktik, ince reklam.;1
Sanırım turkcell benden hoşlanıyor.. Sıradışı mesajlarr , kampanyalarr , hediye dakikalarr , fırsatlarrr . Hep bi güzellik yapma derdinde :D;1
Kişisel Bloglardan 2011 Turkcell Blog Ödülleri'nde halk oylaması sonucu finale kalan ilk 10 blog: (cont);1
4S'in taahütsüz satışı var mı acaba? varsa fiyatı nedir? 3GS'i de sizden taahütsüz aldım.2buçuk senedir memnuniyetle kullanıyorum.;1
superonline tavsiye edebilirim bilmiyorum ne kullanıyorsun ama...;1
Kahve Dünyasından 1 kahve alınca 1 kahve bedavaymış. Sadece bana özel bir kampanyaymış. Nabza göre şerbet veren sevgili gibisin be turkcell.;1
öğrencilere ayak uydurmak amacıyla mesaj atarak iletişime geçen sayın hocam ama siz turkcell değilsniz üzgünüm.;1
Çin, Türkiye ekonomisine olan güvenini,  için verdiği 250 milyon dolarlık krediyle kanıtlamış oldu.;1
turkcelle bağlan hayata hayata bağlan turkcelle;1
Bugun turkcell cagri merkezini aradim, remen buyulendim tebrikler #turkcell;1
biz hala iyiyiz hayat paylasınca güzel la ala la kurumsal temsilci;1
ozturkcell reklamindaki hayvani selocan puhahaha:));1
#turkcell dogum günü hediyen için tesekkürler :);1
ama turkcell den başka kaliteliside yok yani...;1
Teşekkurler teknoloji uzmani:)) Beni kurtardi:D;1
O kadar cok kontor yuklemiyodum ki ,bu ara yuklemeye basladim turkcell bana bedava dakika verip duruyor .;1
Bizim zamanimizda turkcell, hazirkart, telsim, aycell ve aria vardi ve hicbiri turkcelle rakip olamazdi.;1
hem de nasl knşmak lazımmm.. evet var  bu arada lanet aveadan bıktım turkcell e geçmeyi düşünüyorum oley :D;1
Turkcell kalitesi.;1
:)) senin icin de sahane bi yil olsun selocan, bir de iyi haber, artik oyle dusunmuyorum, kesinlikle haklisin! :));1
turkcelll superonline ile birlikte çalışıyor süper hızda fiber internet edinebilirsin :);1
zaman ne diyoruz HAYAT PAYLAŞINCA GÜZEL la la la la :))))))));1
turcell ailesine ve turkcell müşteri temsilcilerine mutlu  sağlıklı yıllar diiliyorum sevgilerimle (:;1
"mutluluğun sırrı = paylaşmak :) nede olsa hayat paylaşınca güzel ;)";1
Pahalı dedim, dışarıdan almak lazım dedim ama olmadı... Kayıtla uğraşacağıma Turkcell'den istedim 4S'i. Keşke 12 aylık seçenek de sunsalar..;1
Bi kere daha ttnet reklami gorursem bayilicam ilk firsatta superonline'a GERİ donuyorum;1
#hayat paylaşınca güzel diye boşuna dememişler :);1
hahaha yeni gördüm koptum ya.. ama cidden kısa olmuş bu sefer:)) Turkcell'in yeni selocanları biziz:);1
dakikalar için teşekkürler, bu arada gün içinde sms atmayı unutma kendimi yalnız hissediyorum.;1
En iyisi   düşünmen bile vakit kaybı :D;1
"Bilirim ama TÜRK'üz TURKCELL lıyız kanka;)";1
turkcell diorm :D;1
Hayat paylaşınca güzel La laa laa laa laa laa laaa :);1
"""Turkcellden başka mesaj atanım yok ya"" diyenler, olm az susun. Turkcell gene düşünceli, Avea nerdeyse hiç atmıyo. Yalnızlıktan ölücem.";1
Bugun Superonline musteri hizmetlerini arayip churn + avantajli kampanya paketlerini soracagim. Artik TTNet'e para bayilmaya son ..;1
"o laftan sonra ""nasıl alıyor bunları bu telefonu"" dediği zaman biri çıkıp ""turkcell'de kampanya var çok ucuza"" diyecektir elbet.";1
"İşte Joygame ve Turkcell işbirliğinden müthiş bir kampanya daha. Joygame; Turkcell Mobil ödeme ile yükleme yapan...";1
Tamamdr baby turkcelle bağlan hayata :));1
öyle ama avea igrenc ya. Bi kere arkadaslarim turkcelli 10.000 sms fln var. Parasi onemli degil turkcell iyi :D;1
Hayat paylaşınca güzel, la la la laaa la laaaaalaaaa, paylaşıp çoğalınca güzel la ala ala lalaalaa laaaaaaa.. :)));1
Dünden beri Turkcell'i arayıp internet paketi yaptıracaktım ama nasıl bir üşenmeyse bu hala yapamadım gitti.;1
hayat paylaşınca güzel;1
Ben de  'den kazandım bir tane. Bu hafta elime ulaşır sanırım.;1
superonline fiber internet tavsiye ederim. Hızı da gayet iyi. İlk başlarda sorun yaşadım ama şuan memnunum.;1
"senin kisaltmalarini da twitter kullanmani da yeriim ama turkcell her turlu benim hic sulanma canim ;)";1
beni şaşırttınız. bunca yıldır turkcell kullanıyorum bu kadar hızlı bir geri dönüş almamıştım. teşekkürler.;1
türkcelle bağlan hayata :);1
Superonline sayesinde rakip firmanın hızlı internet reklamını kesintisiz şekilde izledim. Rakip firmayla kesin izleyemezdim.;1
superonline'ın yüksek hızlı internetini bağlattır TTnetten uzak dur;1
evde olup tv karsisinda oturmak bence en guzeliii bulma kimseleri hic :) ben Turkcell de calisiyorum :);1
Bi turkcell düşünüyo zaten :S;1
Çaylar hazır, poğaçalar sıcacık! Gazeteler de yanımızda! Ohhh miiiisss. Hayat paylaşınca güzel la lalalalalalala!;1
özlemişim çok iyi geldi.Teşekkürler Graham Bell, teşekürler türkcell, teşekkürler can........;1
hayat paylaşınca güzel lalalalalaalaaalaaaaa;1
sanırım haklısın turkcell harbiden hayat paylaşınca güzel valla bak :);1
coca cola ve turkcell reklamdan çok iyi anlıyolar çok başarılılar keşke olmasaydı(coca cola reklamının başarısı) ama kabullenmek lazım.;1
Biliyorum Turkcell beni tuketime kazandirmayi kafana koydun. Bedava smsler, bedava konusma dakikalari internet paketi falan.;1
HAN DERLERYA HAYAT PAYLAŞINCA GÜZEL BEN HAYAT SEVİNCE GÜZEL..;1
Önce avea'ydım turkcell'e geçtim.sonra avea oldum,şimdi bir daha turkcell'e geçmek istiyorum maşallah :D;1
özturkcell den şaşma kardeşim gerisi yalan :);1
Ne komik reklamlar  , ne komik! Bonus Kart'ın kafa reklamları kadar komik! Gözlerimizi devire devire izliyoruz! Çok esprilisiniz!;1
hayat paylaşınca güzel...türkcell...;1
oturduğun yerde fiber bağlantı varsa süperonline;1
hayat paylaşınca güzel lalalalallalallalalllllaaaa :);1
valla ben tarifem neyse onu oduyorum turkcellden de gayet memnunum yillardir turkcelliyim...;1
telefondan mesaj atamıyorum ki sana yaa turkcell'e geçmelisin :);1
2002 den beri bi insan birine asik olmaz ki? Turkcell le saygili,seviyeli ve uzatmali bir iliskim var hep yanimda canim benim ya.;1
Turkcell al haci dört çeker :);1
hemen bağlanırsa superonline ı seçerm.bi mail atıp sorayım en iyisi :);1
"""Turkcell beni sesimden tanir""";1
o attığın turkcell numarasını mı kullanıyosun güzellik? Hemen fısı fısı ederiz :D;1
"ben ariyorum rahat ol.hem de superonline deyim ben;)";1
